,county,date_number,Population,region,pop_dens,tranlevel
19636,Gates,16,10324.0,Coastal,30.8,Moderate
19693,Washington,16,10708.0,Coastal,31.8,Moderate
19654,Lincoln,16,88742.0,Central,293.4,Substantial
19634,Franklin,16,70655.0,Eastern,139.4,Low
19672,Person,16,39048.0,Eastern,99.7,Substantial
19631,Durham,16,331347.0,Eastern,1133.7,Moderate
19660,Mitchell,16,14783.0,Western,67.4,Low
19651,Jones,16,9076.0,Coastal,19.5,Substantial
19615,Carteret,16,69039.0,Coastal,133.3,Substantial
19625,Cumberland,16,341793.0,Eastern,512.9,High
19618,Chatham,16,77095.0,Eastern,111.9,Moderate
19647,Hyde,16,4595.0,Coastal,7.5,Low
19692,Warren,16,18621.0,Eastern,43.4,Low
19695,Wayne,16,115895.0,Coastal,211.8,Substantial
19612,Cabarrus,16,232873.0,Central,625.1,Substantial
19686,Swain,16,14046.0,Western,26.8,Moderate
19675,Randolph,16,143325.0,Northern,184.3,Moderate
19648,Iredell,16,192986.0,Northern,325.0,Moderate
19659,Mecklenburg,16,1128426.0,Central,2130.4,Substantial
19662,Moore,16,102966.0,Eastern,142.9,Moderate
19696,Wilkes,16,65151.0,Northern,87.5,Moderate
19682,Scotland,16,33662.0,Eastern,107.1,Substantial
19661,Montgomery,16,25485.0,Eastern,52.4,Substantial
19620,Chowan,16,13646.0,Coastal,79.4,High
19627,Dare,16,37817.0,Coastal,96.3,High
19635,Gaston,16,233387.0,Central,640.7,Moderate
19642,Harnett,16,134986.0,Eastern,224.5,Substantial
19671,Perquimans,16,13049.0,Coastal,52.6,Low
19611,Burke,16,88398.0,Western,173.0,Moderate
19674,Polk,16,19461.0,Western,81.3,Substantial
19646,Hoke,16,53783.0,Eastern,133.5,Substantial
19630,Duplin,16,48249.0,Coastal,59.8,High
19626,Currituck,16,29385.0,Coastal,107.3,Moderate
19699,Yancey,16,18320.0,Western,59.1,Moderate
19650,Johnston,16,224833.0,Coastal,272.7,Substantial
19657,Martin,16,21503.0,Coastal,48.3,Moderate
19624,Craven,16,102568.0,Coastal,142.5,Moderate
19725,Cumberland,17,341793.0,Eastern,512.9,High
19793,Washington,17,10708.0,Coastal,31.8,Moderate
19735,Gaston,17,233387.0,Central,640.7,Moderate
19779,Rowan,17,148565.0,Northern,287.1,Substantial
19730,Duplin,17,48249.0,Coastal,59.8,High
19701,Alexander,17,36172.0,Northern,140.2,Moderate
19732,Edgecombe,17,48604.0,Coastal,96.7,Moderate
19762,Moore,17,102966.0,Eastern,142.9,Moderate
19741,Halifax,17,47859.0,Coastal,67.2,Moderate
19765,Northampton,17,16953.0,Eastern,32.6,Moderate
19711,Burke,17,88398.0,Western,173.0,Moderate
19768,Pamlico,17,12215.0,Coastal,36.5,Moderate
19778,Rockingham,17,90457.0,Northern,161.0,Substantial
19792,Warren,17,18621.0,Eastern,43.4,Low
19757,Martin,17,21503.0,Coastal,48.3,Moderate
19786,Swain,17,14046.0,Western,26.8,Moderate
19717,Catawba,17,162841.0,Northern,400.2,Substantial
19744,Henderson,17,117429.0,Western,311.8,Moderate
19703,Anson,17,22028.0,Central,41.5,Moderate
19747,Hyde,17,4595.0,Coastal,7.5,Low
19712,Cabarrus,17,232873.0,Central,625.1,Substantial
19759,Mecklenburg,17,1128426.0,Central,2130.4,Substantial
19799,Yancey,17,18320.0,Western,59.1,Moderate
19761,Montgomery,17,25485.0,Eastern,52.4,Substantial
19720,Chowan,17,13646.0,Coastal,79.4,High
19774,Polk,17,19461.0,Western,81.3,Substantial
19771,Perquimans,17,13049.0,Coastal,52.6,Low
19750,Johnston,17,224833.0,Coastal,272.7,Substantial
19739,Greene,17,19978.0,Coastal,76.7,Moderate
19795,Wayne,17,115895.0,Coastal,211.8,Substantial
19714,Camden,17,10537.0,Coastal,43.1,Low
19722,Cleveland,17,99332.0,Western,214.4,Substantial
19775,Randolph,17,143325.0,Northern,184.3,Moderate
19740,Guilford,17,545484.0,Northern,838.0,Moderate
19729,Davie,17,43127.0,Northern,162.0,Substantial
19773,Pitt,17,173536.0,Coastal,261.0,Substantial
19706,Beaufort,17,44150.0,Coastal,53.6,Moderate
19752,Lee,17,64360.0,Eastern,248.1,Substantial
19789,Union,17,244960.0,Central,376.6,Substantial
19734,Franklin,17,70655.0,Eastern,139.4,Low
19751,Jones,17,9076.0,Coastal,19.5,Substantial
19772,Person,17,39048.0,Eastern,99.7,Substantial
19760,Mitchell,17,14783.0,Western,67.4,Low
19715,Carteret,17,69039.0,Coastal,133.3,Substantial
19718,Chatham,17,77095.0,Eastern,111.9,Moderate
19790,Vance,17,41665.0,Eastern,168.7,Moderate
19746,Hoke,17,53783.0,Eastern,133.5,Substantial
19748,Iredell,17,192986.0,Northern,325.0,Moderate
19726,Currituck,17,29385.0,Coastal,107.3,Moderate
19723,Columbus,17,49795.0,Coastal,54.0,Substantial
19791,Wake,17,1154170.0,Eastern,1353.3,Moderate
19796,Wilkes,17,65151.0,Northern,87.5,Moderate
19733,Forsyth,17,387703.0,Northern,938.1,Moderate
19702,Alleghany,17,11057.0,Northern,46.4,Moderate
19707,Bertie,17,17302.0,Coastal,25.7,Low
19798,Yadkin,17,36925.0,Northern,111.1,Substantial
19769,Pasquotank,17,40966.0,Coastal,178.8,Moderate
19763,Nash,17,96101.0,Coastal,175.7,Moderate
19777,Robeson,17,115899.0,Coastal,123.0,High
19787,Transylvania,17,32825.0,Western,87.2,Moderate
19745,Hertford,17,20374.0,Coastal,61.0,Moderate
19700,Alamance,17,175029.0,Northern,404.8,Moderate
19794,Watauga,17,54804.0,Northern,173.1,Moderate
19776,Richmond,17,43006.0,Eastern,90.7,High
19728,Davidson,17,171752.0,Northern,305.4,Moderate
19770,Pender,17,62250.0,Coastal,69.1,Substantial
19758,McDowell,17,44151.0,Western,101.3,Moderate
19721,Clay,17,11238.0,Western,51.6,Substantial
19767,Orange,17,148331.0,Eastern,374.0,Moderate
19716,Caswell,17,22400.0,Eastern,53.5,Moderate
19713,Caldwell,17,81319.0,Northern,170.9,Moderate
19766,Onslow,17,207928.0,Coastal,268.4,Substantial
19753,Lenoir,17,54323.0,Coastal,138.1,Moderate
19788,Tyrrell,17,3315.0,Coastal,8.3,Moderate
19749,Jackson,17,41919.0,Western,87.8,Moderate
19705,Avery,17,17347.0,Western,72.0,Low
19704,Ashe,17,26506.0,Northern,62.3,Moderate
19764,New Hanover,17,230423.0,Coastal,1174.0,Moderate
19724,Craven,17,102568.0,Coastal,142.5,Moderate
19755,Macon,17,37041.0,Western,71.8,Moderate
19783,Stanly,17,62143.0,Central,158.2,Moderate
19781,Sampson,17,58371.0,Coastal,62.4,Substantial
19708,Bladen,17,29171.0,Coastal,33.8,High
19727,Dare,17,37817.0,Coastal,96.3,High
19742,Harnett,17,134986.0,Eastern,224.5,Substantial
19731,Durham,17,331347.0,Eastern,1133.7,Moderate
19754,Lincoln,17,88742.0,Central,293.4,Substantial
19737,Graham,17,7935.0,Western,27.5,High
19743,Haywood,17,62831.0,Western,112.2,Substantial
19797,Wilson,17,79078.0,Coastal,214.3,Moderate
19785,Surry,17,70573.0,Northern,134.0,Substantial
19719,Cherokee,17,28738.0,Western,63.2,Substantial
19782,Scotland,17,33662.0,Eastern,107.1,Substantial
19736,Gates,17,10324.0,Coastal,30.8,Moderate
19709,Brunswick,17,144821.0,Coastal,160.8,Substantial
19780,Rutherford,17,63870.0,Western,114.0,Substantial
19756,Madison,17,21146.0,Western,47.1,Substantial
19738,Granville,17,60720.0,Eastern,114.6,Moderate
19784,Stokes,17,44422.0,Northern,99.1,Substantial
19710,Buncombe,17,271638.0,Western,410.4,Moderate
19838,Granville,18,60720.0,Eastern,114.6,Moderate
19867,Orange,18,148331.0,Eastern,374.0,Moderate
19807,Bertie,18,17302.0,Coastal,25.7,Low
19816,Caswell,18,22400.0,Eastern,53.5,Moderate
19887,Transylvania,18,32825.0,Western,87.2,Moderate
19826,Currituck,18,29385.0,Coastal,107.3,Moderate
19877,Robeson,18,115899.0,Coastal,123.0,High
19845,Hertford,18,20374.0,Coastal,61.0,Moderate
19897,Wilson,18,79078.0,Coastal,214.3,Moderate
19843,Haywood,18,62831.0,Western,112.2,Substantial
19864,New Hanover,18,230423.0,Coastal,1174.0,Moderate
19802,Alleghany,18,11057.0,Northern,46.4,Moderate
19863,Nash,18,96101.0,Coastal,175.7,Moderate
19812,Cabarrus,18,232873.0,Central,625.1,Substantial
19896,Wilkes,18,65151.0,Northern,87.5,Moderate
19856,Madison,18,21146.0,Western,47.1,Substantial
19865,Northampton,18,16953.0,Eastern,32.6,Moderate
19833,Forsyth,18,387703.0,Northern,938.1,Moderate
19884,Stokes,18,44422.0,Northern,99.1,Substantial
19869,Pasquotank,18,40966.0,Coastal,178.8,Moderate
19809,Brunswick,18,144821.0,Coastal,160.8,Substantial
19828,Davidson,18,171752.0,Northern,305.4,Moderate
19878,Rockingham,18,90457.0,Northern,161.0,Substantial
19885,Surry,18,70573.0,Northern,134.0,Substantial
19898,Yadkin,18,36925.0,Northern,111.1,Substantial
19805,Avery,18,17347.0,Western,72.0,Low
19832,Edgecombe,18,48604.0,Coastal,96.7,Moderate
19830,Duplin,18,48249.0,Coastal,59.8,High
19881,Sampson,18,58371.0,Coastal,62.4,Substantial
19848,Iredell,18,192986.0,Northern,325.0,Moderate
19870,Pender,18,62250.0,Coastal,69.1,Substantial
19823,Columbus,18,49795.0,Coastal,54.0,Substantial
19821,Clay,18,11238.0,Western,51.6,Substantial
19861,Montgomery,18,25485.0,Eastern,52.4,Substantial
19808,Bladen,18,29171.0,Coastal,33.8,High
19871,Perquimans,18,13049.0,Coastal,52.6,Low
19899,Yancey,18,18320.0,Western,59.1,Moderate
19815,Carteret,18,69039.0,Coastal,133.3,Substantial
19860,Mitchell,18,14783.0,Western,67.4,Low
19831,Durham,18,331347.0,Eastern,1133.7,Moderate
19854,Lincoln,18,88742.0,Central,293.4,Substantial
19834,Franklin,18,70655.0,Eastern,139.4,Low
19850,Johnston,18,224833.0,Coastal,272.7,Substantial
19852,Lee,18,64360.0,Eastern,248.1,Substantial
19874,Polk,18,19461.0,Western,81.3,Substantial
19842,Harnett,18,134986.0,Eastern,224.5,Substantial
19882,Scotland,18,33662.0,Eastern,107.1,Substantial
19814,Camden,18,10537.0,Coastal,43.1,Low
19889,Union,18,244960.0,Central,376.6,Substantial
19822,Cleveland,18,99332.0,Western,214.4,Substantial
19806,Beaufort,18,44150.0,Coastal,53.6,Moderate
19873,Pitt,18,173536.0,Coastal,261.0,Substantial
19820,Chowan,18,13646.0,Coastal,79.4,High
19840,Guilford,18,545484.0,Northern,838.0,Moderate
19829,Davie,18,43127.0,Northern,162.0,Substantial
19859,Mecklenburg,18,1128426.0,Central,2130.4,Substantial
19894,Watauga,18,54804.0,Northern,173.1,Moderate
19818,Chatham,18,77095.0,Eastern,111.9,Moderate
19875,Randolph,18,143325.0,Northern,184.3,Moderate
19876,Richmond,18,43006.0,Eastern,90.7,High
19810,Buncombe,18,271638.0,Western,410.4,Moderate
19891,Wake,18,1154170.0,Eastern,1353.3,Moderate
19858,McDowell,18,44151.0,Western,101.3,Moderate
19839,Greene,18,19978.0,Coastal,76.7,Moderate
19895,Wayne,18,115895.0,Coastal,211.8,Substantial
19813,Caldwell,18,81319.0,Northern,170.9,Moderate
19804,Ashe,18,26506.0,Northern,62.3,Moderate
19866,Onslow,18,207928.0,Coastal,268.4,Substantial
19853,Lenoir,18,54323.0,Coastal,138.1,Moderate
19890,Vance,18,41665.0,Eastern,168.7,Moderate
19888,Tyrrell,18,3315.0,Coastal,8.3,Moderate
19883,Stanly,18,62143.0,Central,158.2,Moderate
19851,Jones,18,9076.0,Coastal,19.5,Substantial
19872,Person,18,39048.0,Eastern,99.7,Substantial
19800,Alamance,18,175029.0,Northern,404.8,Moderate
19827,Dare,18,37817.0,Coastal,96.3,High
19846,Hoke,18,53783.0,Eastern,133.5,Substantial
19847,Hyde,18,4595.0,Coastal,7.5,Low
19824,Craven,18,102568.0,Coastal,142.5,Moderate
19879,Rowan,18,148565.0,Northern,287.1,Substantial
19880,Rutherford,18,63870.0,Western,114.0,Substantial
19819,Cherokee,18,28738.0,Western,63.2,Substantial
19817,Catawba,18,162841.0,Northern,400.2,Substantial
19825,Cumberland,18,341793.0,Eastern,512.9,High
19803,Anson,18,22028.0,Central,41.5,Moderate
19849,Jackson,18,41919.0,Western,87.8,Moderate
19868,Pamlico,18,12215.0,Coastal,36.5,Moderate
19893,Washington,18,10708.0,Coastal,31.8,Moderate
19862,Moore,18,102966.0,Eastern,142.9,Moderate
19892,Warren,18,18621.0,Eastern,43.4,Low
19886,Swain,18,14046.0,Western,26.8,Moderate
19841,Halifax,18,47859.0,Coastal,67.2,Moderate
19836,Gates,18,10324.0,Coastal,30.8,Moderate
19857,Martin,18,21503.0,Coastal,48.3,Moderate
19835,Gaston,18,233387.0,Central,640.7,Moderate
19801,Alexander,18,36172.0,Northern,140.2,Moderate
19837,Graham,18,7935.0,Western,27.5,High
19844,Henderson,18,117429.0,Western,311.8,Moderate
19811,Burke,18,88398.0,Western,173.0,Moderate
19855,Macon,18,37041.0,Western,71.8,Moderate
19932,Edgecombe,19,48604.0,Coastal,96.7,Substantial
19972,Person,19,39048.0,Eastern,99.7,Substantial
19981,Sampson,19,58371.0,Coastal,62.4,High
19998,Yadkin,19,36925.0,Northern,111.1,Substantial
19917,Catawba,19,162841.0,Northern,400.2,Substantial
19918,Chatham,19,77095.0,Eastern,111.9,Moderate
19976,Richmond,19,43006.0,Eastern,90.7,High
19947,Hyde,19,4595.0,Coastal,7.5,Low
19930,Duplin,19,48249.0,Coastal,59.8,High
19959,Mecklenburg,19,1128426.0,Central,2130.4,Substantial
19954,Lincoln,19,88742.0,Central,293.4,Substantial
19902,Alleghany,19,11057.0,Northern,46.4,Moderate
19975,Randolph,19,143325.0,Northern,184.3,Moderate
19957,Martin,19,21503.0,Coastal,48.3,Moderate
19924,Craven,19,102568.0,Coastal,142.5,Moderate
19971,Perquimans,19,13049.0,Coastal,52.6,Low
19941,Halifax,19,47859.0,Coastal,67.2,Moderate
19993,Washington,19,10708.0,Coastal,31.8,Moderate
19905,Avery,19,17347.0,Western,72.0,Moderate
19920,Chowan,19,13646.0,Coastal,79.4,High
19912,Cabarrus,19,232873.0,Central,625.1,Substantial
19995,Wayne,19,115895.0,Coastal,211.8,Substantial
19911,Burke,19,88398.0,Western,173.0,Moderate
19921,Clay,19,11238.0,Western,51.6,Substantial
19904,Ashe,19,26506.0,Northern,62.3,Moderate
19967,Orange,19,148331.0,Eastern,374.0,Moderate
19908,Bladen,19,29171.0,Coastal,33.8,High
19951,Jones,19,9076.0,Coastal,19.5,Substantial
19907,Bertie,19,17302.0,Coastal,25.7,Moderate
19996,Wilkes,19,65151.0,Northern,87.5,Substantial
19953,Lenoir,19,54323.0,Coastal,138.1,Moderate
19990,Vance,19,41665.0,Eastern,168.7,Moderate
19964,New Hanover,19,230423.0,Coastal,1174.0,Moderate
19988,Tyrrell,19,3315.0,Coastal,8.3,Low
19958,McDowell,19,44151.0,Western,101.3,Moderate
19983,Stanly,19,62143.0,Central,158.2,Substantial
19923,Columbus,19,49795.0,Coastal,54.0,High
19962,Moore,19,102966.0,Eastern,142.9,Substantial
19986,Swain,19,14046.0,Western,26.8,Moderate
19966,Onslow,19,207928.0,Coastal,268.4,Substantial
19910,Buncombe,19,271638.0,Western,410.4,Moderate
19970,Pender,19,62250.0,Coastal,69.1,Substantial
19919,Cherokee,19,28738.0,Western,63.2,High
19900,Alamance,19,175029.0,Northern,404.8,Moderate
19927,Dare,19,37817.0,Coastal,96.3,High
19946,Hoke,19,53783.0,Eastern,133.5,Substantial
19916,Caswell,19,22400.0,Eastern,53.5,Moderate
19915,Carteret,19,69039.0,Coastal,133.3,Substantial
19985,Surry,19,70573.0,Northern,134.0,Substantial
19913,Caldwell,19,81319.0,Northern,170.9,Moderate
19948,Iredell,19,192986.0,Northern,325.0,Moderate
19994,Watauga,19,54804.0,Northern,173.1,Moderate
19977,Robeson,19,115899.0,Coastal,123.0,High
19984,Stokes,19,44422.0,Northern,99.1,Substantial
19949,Jackson,19,41919.0,Western,87.8,Substantial
19914,Camden,19,10537.0,Coastal,43.1,Error
19925,Cumberland,19,341793.0,Eastern,512.9,High
19989,Union,19,244960.0,Central,376.6,Substantial
19943,Haywood,19,62831.0,Western,112.2,Substantial
19933,Forsyth,19,387703.0,Northern,938.1,Moderate
19922,Cleveland,19,99332.0,Western,214.4,Substantial
19980,Rutherford,19,63870.0,Western,114.0,Substantial
19906,Beaufort,19,44150.0,Coastal,53.6,Moderate
19965,Northampton,19,16953.0,Eastern,32.6,Moderate
19945,Hertford,19,20374.0,Coastal,61.0,Moderate
19973,Pitt,19,173536.0,Coastal,261.0,Substantial
19956,Madison,19,21146.0,Western,47.1,Substantial
19987,Transylvania,19,32825.0,Western,87.2,Moderate
19940,Guilford,19,545484.0,Northern,838.0,Moderate
19937,Graham,19,7935.0,Western,27.5,High
19991,Wake,19,1154170.0,Eastern,1353.3,Substantial
19997,Wilson,19,79078.0,Coastal,214.3,Moderate
19929,Davie,19,43127.0,Northern,162.0,Substantial
19992,Warren,19,18621.0,Eastern,43.4,Low
19979,Rowan,19,148565.0,Northern,287.1,Substantial
19952,Lee,19,64360.0,Eastern,248.1,Substantial
19969,Pasquotank,19,40966.0,Coastal,178.8,Moderate
19982,Scotland,19,33662.0,Eastern,107.1,High
19999,Yancey,19,18320.0,Western,59.1,Moderate
19901,Alexander,19,36172.0,Northern,140.2,Substantial
19955,Macon,19,37041.0,Western,71.8,Moderate
19978,Rockingham,19,90457.0,Northern,161.0,Moderate
19936,Gates,19,10324.0,Coastal,30.8,Moderate
19960,Mitchell,19,14783.0,Western,67.4,Low
19961,Montgomery,19,25485.0,Eastern,52.4,Substantial
19938,Granville,19,60720.0,Eastern,114.6,Moderate
19928,Davidson,19,171752.0,Northern,305.4,Moderate
19950,Johnston,19,224833.0,Coastal,272.7,Substantial
19931,Durham,19,331347.0,Eastern,1133.7,Moderate
19944,Henderson,19,117429.0,Western,311.8,Substantial
19903,Anson,19,22028.0,Central,41.5,Substantial
19926,Currituck,19,29385.0,Coastal,107.3,Moderate
19909,Brunswick,19,144821.0,Coastal,160.8,Substantial
19935,Gaston,19,233387.0,Central,640.7,Substantial
19939,Greene,19,19978.0,Coastal,76.7,Moderate
19974,Polk,19,19461.0,Western,81.3,Substantial
19968,Pamlico,19,12215.0,Coastal,36.5,Substantial
19942,Harnett,19,134986.0,Eastern,224.5,Substantial
19963,Nash,19,96101.0,Coastal,175.7,Moderate
19934,Franklin,19,70655.0,Eastern,139.4,Moderate
20076,Richmond,20,43006.0,Eastern,90.7,High
20097,Wilson,20,79078.0,Coastal,214.3,Moderate
20008,Bladen,20,29171.0,Coastal,33.8,High
20094,Watauga,20,54804.0,Northern,173.1,Moderate
20058,McDowell,20,44151.0,Western,101.3,Moderate
20035,Gaston,20,233387.0,Central,640.7,Substantial
20061,Montgomery,20,25485.0,Eastern,52.4,High
20025,Cumberland,20,341793.0,Eastern,512.9,High
20071,Perquimans,20,13049.0,Coastal,52.6,Low
20048,Iredell,20,192986.0,Northern,325.0,Moderate
20010,Buncombe,20,271638.0,Western,410.4,Substantial
20045,Hertford,20,20374.0,Coastal,61.0,Moderate
20095,Wayne,20,115895.0,Coastal,211.8,Substantial
20079,Rowan,20,148565.0,Northern,287.1,Substantial
20013,Caldwell,20,81319.0,Northern,170.9,Moderate
20050,Johnston,20,224833.0,Coastal,272.7,Substantial
20034,Franklin,20,70655.0,Eastern,139.4,Moderate
20068,Pamlico,20,12215.0,Coastal,36.5,Substantial
20074,Polk,20,19461.0,Western,81.3,Substantial
20042,Harnett,20,134986.0,Eastern,224.5,Substantial
20099,Yancey,20,18320.0,Western,59.1,Moderate
20052,Lee,20,64360.0,Eastern,248.1,Substantial
20082,Scotland,20,33662.0,Eastern,107.1,High
20014,Camden,20,10537.0,Coastal,43.1,Error
20041,Halifax,20,47859.0,Coastal,67.2,Moderate
20089,Union,20,244960.0,Central,376.6,Substantial
20004,Ashe,20,26506.0,Northern,62.3,Moderate
20022,Cleveland,20,99332.0,Western,214.4,Substantial
20006,Beaufort,20,44150.0,Coastal,53.6,Moderate
20037,Graham,20,7935.0,Western,27.5,High
20073,Pitt,20,173536.0,Coastal,261.0,Substantial
20040,Guilford,20,545484.0,Northern,838.0,Moderate
20020,Chowan,20,13646.0,Coastal,79.4,High
20029,Davie,20,43127.0,Northern,162.0,Substantial
20093,Washington,20,10708.0,Coastal,31.8,Moderate
20080,Rutherford,20,63870.0,Western,114.0,Substantial
20011,Burke,20,88398.0,Western,173.0,Substantial
20000,Alamance,20,175029.0,Northern,404.8,Substantial
20031,Durham,20,331347.0,Eastern,1133.7,Moderate
20038,Granville,20,60720.0,Eastern,114.6,Moderate
20051,Jones,20,9076.0,Coastal,19.5,Moderate
20090,Vance,20,41665.0,Eastern,168.7,Moderate
20053,Lenoir,20,54323.0,Coastal,138.1,Moderate
20083,Stanly,20,62143.0,Central,158.2,Substantial
20019,Cherokee,20,28738.0,Western,63.2,High
20088,Tyrrell,20,3315.0,Coastal,8.3,Low
20086,Swain,20,14046.0,Western,26.8,Moderate
20066,Onslow,20,207928.0,Coastal,268.4,High
20060,Mitchell,20,14783.0,Western,67.4,Low
20027,Dare,20,37817.0,Coastal,96.3,High
20072,Person,20,39048.0,Eastern,99.7,Substantial
20047,Hyde,20,4595.0,Coastal,7.5,Low
20075,Randolph,20,143325.0,Northern,184.3,Moderate
20036,Gates,20,10324.0,Coastal,30.8,Moderate
20024,Craven,20,102568.0,Coastal,142.5,Moderate
20059,Mecklenburg,20,1128426.0,Central,2130.4,Substantial
20018,Chatham,20,77095.0,Eastern,111.9,Moderate
20015,Carteret,20,69039.0,Coastal,133.3,Substantial
20044,Henderson,20,117429.0,Western,311.8,Substantial
20046,Hoke,20,53783.0,Eastern,133.5,High
20054,Lincoln,20,88742.0,Central,293.4,Substantial
20062,Moore,20,102966.0,Eastern,142.9,Substantial
20067,Orange,20,148331.0,Eastern,374.0,Moderate
20055,Macon,20,37041.0,Western,71.8,Moderate
20039,Greene,20,19978.0,Coastal,76.7,Moderate
20063,Nash,20,96101.0,Coastal,175.7,Moderate
20009,Brunswick,20,144821.0,Coastal,160.8,Substantial
20002,Alleghany,20,11057.0,Northern,46.4,Low
20001,Alexander,20,36172.0,Northern,140.2,Substantial
20016,Caswell,20,22400.0,Eastern,53.5,Moderate
20081,Sampson,20,58371.0,Coastal,62.4,High
20012,Cabarrus,20,232873.0,Central,625.1,Substantial
20069,Pasquotank,20,40966.0,Coastal,178.8,Moderate
20070,Pender,20,62250.0,Coastal,69.1,Substantial
20007,Bertie,20,17302.0,Coastal,25.7,Moderate
20030,Duplin,20,48249.0,Coastal,59.8,High
20064,New Hanover,20,230423.0,Coastal,1174.0,Moderate
20023,Columbus,20,49795.0,Coastal,54.0,High
20033,Forsyth,20,387703.0,Northern,938.1,Moderate
20049,Jackson,20,41919.0,Western,87.8,Moderate
20065,Northampton,20,16953.0,Eastern,32.6,Moderate
20096,Wilkes,20,65151.0,Northern,87.5,Substantial
20084,Stokes,20,44422.0,Northern,99.1,Substantial
20021,Clay,20,11238.0,Western,51.6,Substantial
20091,Wake,20,1154170.0,Eastern,1353.3,Moderate
20005,Avery,20,17347.0,Western,72.0,Moderate
20085,Surry,20,70573.0,Northern,134.0,Substantial
20003,Anson,20,22028.0,Central,41.5,Substantial
20092,Warren,20,18621.0,Eastern,43.4,Moderate
20043,Haywood,20,62831.0,Western,112.2,Substantial
20056,Madison,20,21146.0,Western,47.1,Substantial
20087,Transylvania,20,32825.0,Western,87.2,Moderate
20017,Catawba,20,162841.0,Northern,400.2,Substantial
20077,Robeson,20,115899.0,Coastal,123.0,High
20098,Yadkin,20,36925.0,Northern,111.1,Substantial
20078,Rockingham,20,90457.0,Northern,161.0,Moderate
20057,Martin,20,21503.0,Coastal,48.3,Moderate
20032,Edgecombe,20,48604.0,Coastal,96.7,Substantial
20026,Currituck,20,29385.0,Coastal,107.3,Moderate
20028,Davidson,20,171752.0,Northern,305.4,Moderate
20186,Swain,21,14046.0,Western,26.8,Moderate
